identifier,file,description,date,title,publisher,language,mediatype,eprintid,subject[0],subject[1],subject[2],subject[3],subject[4],subject[5],subject[6],creator[0],creator[1],division[0],division[1],copyright_holder[0],collection
mmu-eprint-1195,"D:\Exam paper\Exam paper 5\id\eprint\1195\1\44807.pdf","Trimester 3 2018/2019","2019-05-30","BDE 2014 - Differential Equations",,eng,texts,1195,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9642,"D:\Exam paper\Exam paper 5\id\eprint\9642\1\44790.pdf","Tri 3	2018/2019","2019-05-30","BFN 1024 - Principles Of Finance",,eng,texts,9642,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9649,"D:\Exam paper\Exam paper 5\id\eprint\9649\1\44808.pdf","Tri 3	2018/2019","2019-05-30","BFN 2104 - Corporate Finance",,eng,texts,9649,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9646,"D:\Exam paper\Exam paper 5\id\eprint\9646\1\44795.pdf","Tri 3	2018/2019","2019-05-30","BFN 3034 - Behavioural Finance",,eng,texts,9646,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7895,"D:\Exam paper\Exam paper 5\id\eprint\7895\1\44793.pdf","Trimester 3 2018/2019","2019-05-30","BIN 1014 - Introduction To Enterprise Resource Planning",,eng,texts,7895,HD28,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9639,"D:\Exam paper\Exam paper 5\id\eprint\9639\1\44784.pdf","Tri 3	2018/2019","2019-05-30","BMK 2024 - Consumer Behaviour",,eng,texts,9639,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9648,"D:\Exam paper\Exam paper 5\id\eprint\9648\1\44803.pdf","Tri 3	2018/2019","2019-05-30","BMK 2614 - Principles Of Marketing",,eng,texts,9648,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9640,"D:\Exam paper\Exam paper 5\id\eprint\9640\1\44787.pdf","Tri 3	2018/2019","2019-05-30","BMK 3154 - Seminar In Web Marketing",,eng,texts,9640,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9641,"D:\Exam paper\Exam paper 5\id\eprint\9641\1\44788.pdf","Tri 3	2018/2019","2019-05-30","BMS 1024 - Managerial Statistics",,eng,texts,9641,HA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9644,"D:\Exam paper\Exam paper 5\id\eprint\9644\1\44792.pdf","Tri 3	2018/2019","2019-05-30","BMT 1014 - Managerial Mathematics",,eng,texts,9644,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-3560,"D:\Exam paper\Exam paper 5\id\eprint\3560\1\44980.pdf","Trimester 3 2018/2019","2019-05-29","BAC 2684 - Financial Statement Analysis",,eng,texts,3560,HF5601,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-7899,"D:\Exam paper\Exam paper 5\id\eprint\7899\1\44821.pdf","Trimester 3 2018/2019","2019-05-29","TIF 2721 - Introduction To Formal Methods",,eng,texts,7899,QA75,,,,,,,"Faculty of Computing and Informatics, FCI",,FCI,,,opensource
mmu-eprint-1054,"D:\Exam paper\Exam paper 5\id\eprint\1054\1\44748.pdf","TRI 3, 2018/2019","2019-05-29","DCS 5038 - Program Design",,eng,texts,1054,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1073,"D:\Exam paper\Exam paper 5\id\eprint\1073\1\44798.pdf","TRI 3, 2018/2019","2019-05-29","DCS 5058 - Operating Systems",,eng,texts,1073,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1078,"D:\Exam paper\Exam paper 5\id\eprint\1078\1\44809.pdf","TRI 3, 2018/2019","2019-05-29","DMT 5131 - Mathematical Techniques 1",,eng,texts,1078,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-3557,"D:\Exam paper\Exam paper 5\id\eprint\3557\1\44811.pdf","Trimester 3 2018/2019","2019-05-29","ECE 3066 - Artificial Intelligence Systems And Applications",,eng,texts,3557,Q1,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1595,"D:\Exam paper\Exam paper 5\id\eprint\1595\1\44758.pdf","TRI 3 2018/2019","2019-05-29","EEE 4166 - Digital Integrated Circuit",,eng,texts,1595,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1075,"D:\Exam paper\Exam paper 5\id\eprint\1075\1\44801.pdf","TRI 3, 2018/2019","2019-05-29","EMT 2046 - Engineering Mathematics 4",,eng,texts,1075,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-3140,"D:\Exam paper\Exam paper 5\id\eprint\3140\1\45044.pdf","TRI 3 2018/2019","2019-05-29","ECP 4136 - Java Technology",,eng,texts,3140,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-7093,"D:\Exam paper\Exam paper 5\id\eprint\7093\1\45044.pdf","Trimester 3 2018/2019","2019-05-29","ECP 4136 - Java Technology",,eng,texts,7093,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-6211,"D:\Exam paper\Exam paper 5\id\eprint\6211\1\45052.pdf","Trimester 3 - 2018/2019","2019-05-29","EME 2066 - Measurement And Instrumentation",,eng,texts,6211,TA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-7252,"D:\Exam paper\Exam paper 5\id\eprint\7252\1\45024.pdf","Trimester 3 - 2018/2019","2019-05-29","ERT 3046 - Machine Vision",,eng,texts,7252,TA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2178,"D:\Exam paper\Exam paper 5\id\eprint\2178\1\44915.pdf","Trimester 3 2018/2019","2019-05-29","UHL 2612 - Human Rights Law",,eng,texts,2178,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-2307,"D:\Exam paper\Exam paper 5\id\eprint\2307\1\44923.pdf","Trimester 3 2018/2019","2019-05-29","UTS 2612 - International Trade And Shipping Law",,eng,texts,2307,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-9652,"D:\Exam paper\Exam paper 5\id\eprint\9652\1\44813.pdf","Tri 3	2018/2019","2019-05-29","BAC 1044 - Principles Of Accounting",,eng,texts,9652,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9653,"D:\Exam paper\Exam paper 5\id\eprint\9653\1\44816.pdf","Tri 3	2018/2019","2019-05-29","BAC 3664 - Accounting Theory",,eng,texts,9653,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9784,"D:\Exam paper\Exam paper 5\id\eprint\9784\1\44760.pdf","Tri 3	2018/2019","2019-05-29","BBL 2614 - Business Law",,eng,texts,9784,K1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7324,"D:\Exam paper\Exam paper 5\id\eprint\7324\1\44727.pdf","Trimester 3 2018/2019","2019-05-29","BCM 7124 - Change Management",,eng,texts,7324,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9793,"D:\Exam paper\Exam paper 5\id\eprint\9793\1\44744.pdf","Tri 3	2018/2019","2019-05-29","BCT 1024 - Critical Thinking And Applications In Management",,eng,texts,9793,BF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9785,"D:\Exam paper\Exam paper 5\id\eprint\9785\1\44755.pdf","Tri 3	2018/2019","2019-05-29","BEA 2074 - Enterprise Architecture",,eng,texts,9785,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9788,"D:\Exam paper\Exam paper 5\id\eprint\9788\1\44731.pdf","Tri 3	2018/2019","2019-05-29","BEN 7144 - Entrepreneurship",,eng,texts,9788,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9281,"D:\Exam paper\Exam paper 5\id\eprint\9281\1\44823.pdf","Trimester 3 2018/2019","2019-05-29","BFE 2074 - Financial Economics",,eng,texts,9281,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9791,"D:\Exam paper\Exam paper 5\id\eprint\9791\1\44746.pdf","Tri 3	2018/2019","2019-05-29","BFN 1014 - Financial Management 1",,eng,texts,9791,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9647,"D:\Exam paper\Exam paper 5\id\eprint\9647\1\44800.pdf","Tri 3	2018/2019","2019-05-29","BFN 2094 - Corporate Risk Management",,eng,texts,9647,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7325,"D:\Exam paper\Exam paper 5\id\eprint\7325\1\44826.pdf","Trimester 3 2018/2019","2019-05-29","BFN 3204 - Credit Analysis And Lending Management",,eng,texts,7325,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9654,"D:\Exam paper\Exam paper 5\id\eprint\9654\1\44817.pdf","Tri 3	2018/2019","2019-05-29","BIE 2024 - Intermediate Microeconomics",,eng,texts,9654,HB,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9775,"D:\Exam paper\Exam paper 5\id\eprint\9775\1\44728.pdf","Tri 3	2018/2019","2019-05-29","BIF 7104 -International Finance",,eng,texts,9775,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9651,"D:\Exam paper\Exam paper 5\id\eprint\9651\1\44812.pdf","Tri 3	2018/2019","2019-05-29","BIS 2814 - Management Information Systems",,eng,texts,9651,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9786,"D:\Exam paper\Exam paper 5\id\eprint\9786\1\44753.pdf","Tri 3	2018/2019","2019-05-29","BMK 3164 - Industrial Marketing",,eng,texts,9786,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9656,"D:\Exam paper\Exam paper 5\id\eprint\9656\1\44820.pdf","Tri 3	2018/2019","2019-05-29","BMK 3864 - Industrial Marketing",,eng,texts,9656,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8468,"D:\Exam paper\Exam paper 5\id\eprint\8468\1\44759.pdf","Trimester 3 2018/2019","2019-05-29","BST 3254 - Monte Carlo Simulation Techniques",,eng,texts,8468,QA,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9787,"D:\Exam paper\Exam paper 5\id\eprint\9787\1\44751.pdf","Tri 3	2018/2019","2019-05-29","LFC 1017 - Fundamentals Of Strategic Communication",,eng,texts,9787,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9745,"D:\Exam paper\Exam paper 5\id\eprint\9745\1\44996.pdf","Tri 3	2018/2019","2019-05-28","BDS 4614 - Management Decision Science",,eng,texts,9745,HD,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-1108,"D:\Exam paper\Exam paper 5\id\eprint\1108\1\44869.pdf","TRI 3, 2018/2019","2019-05-28","ECE 2056 - Data Communications And Networking",,eng,texts,1108,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1600,"D:\Exam paper\Exam paper 5\id\eprint\1600\1\44834.pdf","TRI 3 2018/2019","2019-05-28","EEE 1036 - Digital Logic Design",,eng,texts,1600,TK,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-416,"D:\Exam paper\Exam paper 5\id\eprint\416\1\44713.pdf","Tri 3 2018/2019","2019-05-28","EEE 7316 - Energy Policy, Regulations and Standards",,eng,texts,416,HD,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-6210,"D:\Exam paper\Exam paper 5\id\eprint\6210\1\45050.pdf","Trimester 3 - 2018/2019","2019-05-28","EME 2036 - Manufacturing And Operations Management",,eng,texts,6210,TS,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2361,"D:\Exam paper\Exam paper 5\id\eprint\2361\1\45035.pdf","Trimester 3 2018/2019","2019-05-28","EME 4016 - Heat Transfer",,eng,texts,2361,TJ,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9445,"D:\Exam paper\Exam paper 5\id\eprint\9445\1\45057.pdf","Trimester 3 - 2018/2019","2019-05-28","TMA 1111 - Mathematical Techniques",,eng,texts,9445,Q1,QA,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-9444,"D:\Exam paper\Exam paper 5\id\eprint\9444\1\45058.pdf","Trimester 3 - 2018/2019","2019-05-28","TTP 3121 - TCP/IP Programming",,eng,texts,9444,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-2209,"D:\Exam paper\Exam paper 5\id\eprint\2209\1\44917.pdf","Trimester 3 2018/2019","2019-05-28","UIC 2612 - Islamic Constitutional Law",,eng,texts,2209,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-2221,"D:\Exam paper\Exam paper 5\id\eprint\2221\1\44919.pdf","Trimester 3 2018/2019","2019-05-28","ULB 2612 - Labour Law",,eng,texts,2221,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-9774,"D:\Exam paper\Exam paper 5\id\eprint\9774\1\44828.pdf","Tri 3	2018/2019","2019-05-28","BAC 1034 - Principles Of Financial Accounting",,eng,texts,9774,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9772,"D:\Exam paper\Exam paper 5\id\eprint\9772\1\44836.pdf","Tri 3	2018/2019","2019-05-28","BAC 4634 - Corporate Accounting II",,eng,texts,9772,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9756,"D:\Exam paper\Exam paper 5\id\eprint\9756\1\44870.pdf","Tri 3	2018/2019","2019-05-28","BAC 4684 - Erp Systems",,eng,texts,9756,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9655,"D:\Exam paper\Exam paper 5\id\eprint\9655\1\44818.pdf","Tri 3	2018/2019","2019-05-28","BBM 3124 - Small Business Management",,eng,texts,9655,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9770,"D:\Exam paper\Exam paper 5\id\eprint\9770\1\44846.pdf","Tri 3	2018/2019","2019-05-28","BFN 3084 - International Finance",,eng,texts,9770,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8457,"D:\Exam paper\Exam paper 5\id\eprint\8457\1\45001.pdf","Trimester 3 2018/2019","2019-05-28","BHR 3154 - Leadership",,eng,texts,8457,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8462,"D:\Exam paper\Exam paper 5\id\eprint\8462\1\44850.pdf","Trimester 3 2018/2019","2019-05-28","BHR 3854 - Leadership",,eng,texts,8462,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9766,"D:\Exam paper\Exam paper 5\id\eprint\9766\1\44853.pdf","Tri 3	2018/2019","2019-05-28","BIR 2884 - Industrial Relations",,eng,texts,9766,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9755,"D:\Exam paper\Exam paper 5\id\eprint\9755\1\44872.pdf","Tri 3	2018/2019","2019-05-28","BIS 2014 - Management Information Systems",,eng,texts,9755,T1,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8464,"D:\Exam paper\Exam paper 5\id\eprint\8464\1\44844.pdf","Trimester 3 2018/2019","2019-05-28","BMG 3024 - Cross Cultural Management",,eng,texts,8464,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9761,"D:\Exam paper\Exam paper 5\id\eprint\9761\1\44863.pdf","Tri 3	2018/2019","2019-05-28","BMK 3074 - Global Marketing",,eng,texts,9761,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8460,"D:\Exam paper\Exam paper 5\id\eprint\8460\1\44859.pdf","Trimester 3 2018/2019","2019-05-28","BMK 3814 - Sales Management",,eng,texts,8460,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9747,"D:\Exam paper\Exam paper 5\id\eprint\9747\1\44992.pdf","Tri 3	2018/2019","2019-05-27","BBF 3034 - Analysis And Valuation Of Financial Statements",,eng,texts,9747,HF,,,,,,,"Faculty of Business, FOB",,fac_med,,,opensource
mmu-eprint-1096,"D:\Exam paper\Exam paper 5\id\eprint\1096\1\44843.pdf","TRI 3, 2018/2019","2019-05-27","DBS 5028 - E-Commerce",,eng,texts,1096,HF,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1120,"D:\Exam paper\Exam paper 5\id\eprint\1120\1\44880.pdf","TRI 3, 2018/2019","2019-05-27","DCS 5111 - Computer Systems & Applications",,eng,texts,1120,HF,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1102,"D:\Exam paper\Exam paper 5\id\eprint\1102\1\44868.pdf","TRI 3, 2018/2019","2019-05-27","DCS 5128 - Systems Analysis And Design",,eng,texts,1102,QA,QA76,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-7326,"D:\Exam paper\Exam paper 5\id\eprint\7326\1\44847.pdf","Trimester 3 2018/2019","2019-05-27","EEL 2216 - Control Theory",,eng,texts,7326,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1587,"D:\Exam paper\Exam paper 5\id\eprint\1587\1\44874.pdf","TRI 3 2018/2019","2019-05-27","EEL 3156 - Renewable Energy Technology",,eng,texts,1587,TJ,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-1121,"D:\Exam paper\Exam paper 5\id\eprint\1121\1\44882.pdf","TRI 3, 2018/2019","2019-05-27","EMT 1026 - Engineering Mathematics 2",,eng,texts,1121,QA,,,,,,,"Faculty of Engineering, FOE",,FOE,,,opensource
mmu-eprint-7095,"D:\Exam paper\Exam paper 5\id\eprint\7095\1\45042.pdf","Trimester 3 2018/2019","2019-05-27","ECP 2216 - Microcontroller And Microprocessor System",,eng,texts,7095,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-7456,"D:\Exam paper\Exam paper 5\id\eprint\7456\1\45042.pdf","TRI 3 2018/2019","2019-05-27","ECP 2216 - Microcontroller And Microprocessor System",,eng,texts,7456,QA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-905,"D:\Exam paper\Exam paper 5\id\eprint\905\1\45047.pdf","TRI 3 2018/2019","2019-05-27","EET 2166 - Introduction To Electrical Power And Machines",,eng,texts,905,TK,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-7092,"D:\Exam paper\Exam paper 5\id\eprint\7092\1\45047.pdf","Trimester 3 2018/2019","2019-05-27","EET 2166 - Introduction To Electrical Power And Machines",,eng,texts,7092,TK,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-2356,"D:\Exam paper\Exam paper 5\id\eprint\2356\1\45033.pdf","Trimester 3 2018/2019","2019-05-27","EME 3236 - Heating, Ventilation And Air Conditioning Systems",,eng,texts,2356,TJ,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9128,"D:\Exam paper\Exam paper 5\id\eprint\9128\1\45027.pdf","Trimester 3 - 2018/2019","2019-05-27","EPM 1016 - Instrumentation And Measurement Techniques",,eng,texts,9128,TA,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9499,"D:\Exam paper\Exam paper 5\id\eprint\9499\1\45025.pdf","Trimester 3 - 2018/2019","2019-05-27","ERT 3026 - Automation",,eng,texts,9499,TJ,,,,,,,"Faculty of Engineering and Technology, FET",,FET,,,opensource
mmu-eprint-9500,"D:\Exam paper\Exam paper 5\id\eprint\9500\1\45036.pdf","Trimester 3 - 2018/2019","2019-05-27","TAO 1221 - Computer Architecture And Organisation",,eng,texts,9500,QA,QA76,,,,,,"Faculty of Information Science and Technology, FIST",,FIST,,,opensource
mmu-eprint-2166,"D:\Exam paper\Exam paper 5\id\eprint\2166\1\44911.pdf","Trimester 3 2018/2019","2019-05-27","UAL 2612 - Administrative Law",,eng,texts,2166,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-2171,"D:\Exam paper\Exam paper 5\id\eprint\2171\1\44912.pdf","Trimester 3 2018/2019","2019-05-27","UCN 2612 - Conflict Of Laws",,eng,texts,2171,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-2186,"D:\Exam paper\Exam paper 5\id\eprint\2186\1\44916.pdf","Trimester 3 2018/2019","2019-05-27","UIB 2612 - Islamic Banking & Finance Law",,eng,texts,2186,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-2306,"D:\Exam paper\Exam paper 5\id\eprint\2306\1\44922.pdf","Trimester 3 2018/2019","2019-05-27","USL 2612 - Sports Law",,eng,texts,2306,K1,,,,,,,"Faculty of Law, FOL",,fac_law,,,opensource
mmu-eprint-9753,"D:\Exam paper\Exam paper 5\id\eprint\9753\1\44876.pdf","Tri 3	2018/2019","2019-05-27","BAC 1054 - Principles Of Management Accounting",,eng,texts,9753,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9757,"D:\Exam paper\Exam paper 5\id\eprint\9757\1\44867.pdf","Tri 3	2018/2019","2019-05-27","BAC 1644 - Principles Of Finance",,eng,texts,9757,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9763,"D:\Exam paper\Exam paper 5\id\eprint\9763\1\44861.pdf","Tri 3	2018/2019","2019-05-27","BAC 2654 - Public Sector Accounting",,eng,texts,9763,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9767,"D:\Exam paper\Exam paper 5\id\eprint\9767\1\44851.pdf","Tri 3	2018/2019","2019-05-27","BAC 2674 - Taxation 1",,eng,texts,9767,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9765,"D:\Exam paper\Exam paper 5\id\eprint\9765\1\44857.pdf","Tri 3	2018/2019","2019-05-27","BAC 3674 - Advanced Management Accounting",,eng,texts,9765,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9754,"D:\Exam paper\Exam paper 5\id\eprint\9754\1\44875.pdf","Tri 3	2018/2019","2019-05-27","BAC 4624 - Advanced Accounting Information Systems",,eng,texts,9754,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9776,"D:\Exam paper\Exam paper 5\id\eprint\9776\1\44729.pdf","Tri 3	2018/2019","2019-05-27","BBC 7104 - Business And Cyberlaw",,eng,texts,9776,K1,T1,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9768,"D:\Exam paper\Exam paper 5\id\eprint\9768\1\44849.pdf","Tri 3	2018/2019","2019-05-27","BBM 3824 - Small Business Management",,eng,texts,9768,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9762,"D:\Exam paper\Exam paper 5\id\eprint\9762\1\44862.pdf","Tri 3	2018/2019","2019-05-27","BCT 1824 - Critical Thinking",,eng,texts,9762,BF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9752,"D:\Exam paper\Exam paper 5\id\eprint\9752\1\44877.pdf","Tri 3	2018/2019","2019-05-27","BED 2084 - Development Economics",,eng,texts,9752,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9764,"D:\Exam paper\Exam paper 5\id\eprint\9764\1\44760.pdf","Tri 3	2018/2019","2019-05-27","BEL 1814 - Electronic Commerce",,eng,texts,9764,HF,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9112,"D:\Exam paper\Exam paper 5\id\eprint\9112\1\44879.pdf","Trimester 3 2018/2019","2019-05-27","BFN 2224 - Financial Markets & Institutions",,eng,texts,9112,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-9769,"D:\Exam paper\Exam paper 5\id\eprint\9769\1\44848.pdf","Tri 3	2018/2019","2019-05-27","BFN 3114 - Tax Planning",,eng,texts,9769,HJ,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-7133,"D:\Exam paper\Exam paper 5\id\eprint\7133\1\44724.pdf","Tri 3 2018/2019","2019-05-27","BIA 7114 - Investment Analysis",,eng,texts,7133,HG,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
mmu-eprint-8453,"D:\Exam paper\Exam paper 5\id\eprint\8453\1\45003.pdf","Trimester 3 2018/2019","2019-05-27","BIM 2094 - International Management",,eng,texts,8453,HD,,,,,,,"Faculty of Management, FOM",,FOM,,,opensource
